Ingresos_Anuales_USD,Deudas_Anuales_USD,Seguro_Accidente_USD,Valor_Carro_USD,Gasto_Gasolina_Anual_USD
203.84651116932713,173.87009982576262,119.6232014219851,104.04103104524506,39.86546703121228
209.248508521019,176.8518288127762,122.46508003888914,106.72103280392392,39.99908170948908
187.21152662787154,154.95313613459103,122.66967887879656,84.75485442381208,39.859855626758005
173.07968032137327,140.6765330452332,122.53723175425272,70.49771995656455,40.010544562870884
211.06478580506484,173.3431185820392,128.04633814028017,103.14982877618957,40.03976863707401
199.2228364594465,162.1022720303226,127.0611711613933,92.24895139994192,39.97332915610031
202.32650063601443,172.79165278643677,119.89014968941919,102.57534907111832,39.96087774402576
204.3793005137247,169.002165733707,125.3086353146775,98.92628611361471,39.88750007574069
189.87105886552996,152.15093782649996,127.81758053579625,82.13529374900253,39.97393383392783
190.903514253274,160.80745381742582,120.22383081528375,90.83888863142573,40.0006536083569
181.73368510851077,149.14062169620735,122.23792423317789,79.35434649770923,40.04969906531064
197.39495072688933,155.0824621606131,132.404910961444,84.95575381312136,40.065857292756654
190.53698502836835,157.63578558033365,122.72077591101893,87.95656802464161,40.0990656908398
214.42851502080848,171.090929859295,133.0455092043564,101.47520762477043,40.1871562576099
179.29435804422724,151.7281272813686,117.53130863058198,81.70809689109691,40.02281158856995
198.81086958308572,165.1121171217315,123.75424865971203,95.09388154974437,39.94162107905179
195.5885946321083,154.62460984555793,131.45238690607763,84.50451619778872,39.956695782310995
203.91372700744796,157.35691458932482,136.42015509947458,87.35276357462172,39.95860213869226
196.71931200155376,160.49113952825988,125.93486626526987,90.67037146572818,40.1935121851991
219.10664381390012,182.15946591673747,126.77484178173924,112.40389420591323,40.00625370070259
181.8564735360939,152.9997554516516,118.9609517180162,83.0008129890457,40.06328888086253
192.0974629252669,155.56510667179737,126.3612781789056,85.4421716265357,40.06142694771513
195.0372200397835,168.98640680476927,115.92688240906895,99.13709334299526,40.027037477418276
202.5744310349014,159.96821229411304,132.7398665138637,90.03270957471608,40.001112008367
205.8528086060361,162.72948302814606,133.2095067068595,92.68421300069147,40.0623918854521
178.2718465261516,144.75854806553215,123.78964081315071,74.9422363231227,40.021841038574195
199.64909201072288,160.96502436874994,128.08387722157,91.33458080526898,40.12990981541323
188.97100841702445,151.37982138584061,127.48291117248507,81.56868108040828,40.082557227427685
199.73297843528348,164.97225252714364,124.57295303783701,95.15510051710297,40.215741977838604
201.57125448785183,164.48506200915463,126.74717755004484,94.73701078232571,40.037611094715174
187.33037966793714,153.4420983752379,124.17316812217767,83.37515818260647,39.95891366821254
173.58933606195268,147.48813294501096,116.01776307180023,77.5799407439073,40.06974730407636
186.12394838682823,162.60326405420483,113.63094243136672,92.42303183969621,39.8797112927384
195.14986526576465,157.59954802865633,127.49487974273342,87.6659933082258,40.08436786571493
208.30226863696493,160.51200897960098,138.36457478624578,90.09404535616306,39.92964575079313
197.61710919580892,164.32590688372625,123.45172552442153,94.23372807386717,39.96612995893944
193.0348375467728,165.96936678182888,117.07413530847316,95.96601304965107,39.88556065337909
202.00202854485954,169.93798149273633,121.8405829987911,99.96639608884757,39.96437170923482
208.43850497621193,170.99672940031883,127.4202827147469,101.12340925942172,40.05790601342438
197.9561073847917,166.05208620815716,121.6064789491906,96.41315114141821,40.1568120078854
176.5271678614418,148.5421457302911,118.04578767239673,78.53337692812907,39.980783509011424
175.43665311424544,142.8561666689198,122.66338285429347,72.68802327375954,39.845257293336324
195.03373671348473,153.95659379457908,130.89035191239918,83.95160722714664,39.82574699206296
197.93472210771498,149.56369086520306,137.9730328472179,79.68073480077254,40.016678486126786
179.56655156816265,149.8904569868887,119.57313459799926,80.12332803639603,40.13901618874764
180.1113631555656,145.16466614627842,125.15876277708063,75.18910787181005,39.989124449913255
191.23793810232542,156.73547428027817,124.311775471254,86.88966588593556,40.10876695422047
204.88997988371705,164.12902652159073,130.85783228320244,93.89568652392836,39.82694375059399
183.32511896471863,148.20003719374006,125.05610741536526,78.24767059202935,39.94594355793977
197.02740730202353,168.57156802285076,118.43766919730015,98.57638374204413,40.02304259322717
236.61399577470377,187.80533767583313,139.1361170384474,117.49315891821433,39.849792804354344
187.6294240360922,159.20240383351174,118.37504223351294,89.33057920997803,40.08196163683052
186.8978153967996,150.4343494169804,126.53196971676104,80.41123704148524,40.190603089062925
190.36448537685789,166.57241418926893,114.02208453470757,96.31781570916304,39.92059581657377
186.48874219587088,150.60658544765647,125.84832535107009,80.56893700421983,40.02885569658342
178.90007327683594,145.77218817766754,123.12622075708126,75.7748479698956,39.818952851887744
198.3039822944434,164.24613437050866,124.06509330703409,94.37913836275375,40.06716639904628
188.24118085628547,152.75202773419068,125.59448539829484,82.69692540951453,40.03949230567432
194.43575114369392,165.2857291396014,119.57679649418895,94.8458031295411,39.77693392411061
200.46900409493225,163.56274212778783,127.0177137099488,93.47310949625133,40.029591659024945
201.4977804445106,165.2075531612016,126.62455766543931,94.95207673633122,39.76027702085347
195.0169114840603,161.0573289541903,124.00364613391929,91.13551780338409,39.83481675271938
196.31931806061513,157.06143770202192,129.44491778664252,87.03582713549574,40.02688186191863
197.39731603790833,159.17975984860192,128.21096078890923,89.05291003616419,40.0074709525401
194.65384850231675,165.282582677684,119.30163236778836,95.14437126703709,39.950123866391166
191.42205839271236,156.90500062026473,124.72470485347137,86.68930680484046,39.87580031872609
198.49873223464118,161.12856482106488,127.66763202343043,90.78775136124091,39.88662944197591
197.01021435635386,161.92395298985087,125.25470616375256,91.62447479838346,39.83746397941546
196.83235009853905,155.58558479802676,131.40442857932163,85.61569661882541,39.96804974825902
197.59358959796896,163.33616050155663,124.3062761362762,93.38401547562228,39.908930039993436
192.96856814374746,156.23416041544766,126.67177557228412,86.1518465745722,40.04809802402209
186.2034510205036,160.17865042240314,115.69286857422952,90.30009592816174,40.004100689144416
192.9279273974634,149.9874074749028,132.76415130861022,80.14419422317006,40.049755422648715
194.68694989700333,163.4826028233987,121.00449246714476,93.58995176848124,39.88545471300504
